00003_baalaaxeechia_universe-everything-around-us|baalaaxeechia
08253_baaxawuasapiio_winnow-to--softening-brea_FemaleStem_CGL_1|baaxawuasapiio
08304_bisheechiile-kooxee_catch-up-with-cattle_FemaleCitation_CGL_1|bisheechiile kooxee
08304_bisheechiile-kooxee_catch-up-with-cattle_FemaleStem_CGL_1|bisheechiile kooxee
08349_akuuxchiliche_goat-herder_FemaleCitation_CGL_1|akuuxchiliche
08349_akuuxchiliche_goat-herder_FemaleCitation_CGL_2|akuuxchiliche
08482_iichiinmachaaliio_to-herd-horses_FemaleCitation_CGL_1|iichiinmachaaliio
08482_iichiinmachaaliio_to-herd-horses_FemaleStem_CGL_1|iichiinmachaaliio
08483_bisheechinmachaaliio_to-herd-cattle_FemaleCitation_CGL_1|bisheechinmachaaliio
08483_bisheechinmachaaliio_to-herd-cattle_FemaleStem_CGL_1|bisheechinmachaaliio
08484_bisheechinnoossuua_branding-cattle_FemaleCitation_CGL_1|bisheechinnoossuua
08484_bisheechinnoossuua_branding-cattle_FemaleStem_CGL_1|bisheechinnoossuua
08485_iichiinnoossuua_branding-horses_FemaleCitation_CGL_1|iichiinnoossuua
08485_iichiinnoossuua_branding-horses_FemaleStem_CGL_1|iichiinnoossuua
08616_dakaake-koosuua_bird-call_FemaleCitation_CGL_1|dakaake koosuua
08616_dakaake-koosuua_bird-call_FemaleStem_CGL_1|dakaake koosuua
08784_uuxaleetdia_Sheep-Mountain-where-deer_FemaleCitation_CGL_1|uuxaleetdia
08786_heelattaliilikaate_salamander-lizard_FemaleCitation_CGL_1|heelattaliilikaate
08786_heelattaliilikaate_salamander-lizard_FemaleCitation_CGL_2|heelattaliilikaate
08786_heelattaliilikaate_salamander-lizard_FemaleCitation_CGL_3|heelattaliilikaate
08786_heelattaliilikaate_salamander-lizard_FemaleCitation_CGL_4|heelattaliilikaate
08885_baleishishisshishua_blue-jeans_FemaleCitation_CGL_1|baleishishisshishua
08889_Aloopiishiiluttuua_hill-near-south-fork-of-O_FemaleCitation_CGL_1|aloopiishiiluttuua
08890_Alahpalaaxawaawaalaatuua_Hoodoo-Creek-area_FemaleCitation_CGL_1|alahpalaaxawaawaalaatuua
08890_Alahpalaaxawaawaalaatuua_Hoodoo-Creek-area_FemaleCitation_CGL_2|alahpalaaxawaawaalaatuua
08890_Alahpalaaxawaawaalaatuua_Hoodoo-Creek-area_FemaleCitation_CGL_3|alahpalaaxawaawaalaatuua
08891_Ammaahpawaalaatuua_Hoodoo-Creek-area_FemaleCitation_CGL_1|ammaahpawaalaatuua
08891_Ammaahpawaalaatuua_Hoodoo-Creek-area_FemaleCitation_CGL_2|ammaahpawaalaatuua
08892_Ammilichipassaau_Fort-Smith-MT_FemaleCitation_CGL_1|ammilichipassaau
08893_Annisshishoopash-Alaxape_Four-Dances-Natural-Area_FemaleCitation_CGL_1|annisshishoopash alaxape
08894_Aashkaatbaaaaxuahiluua_Ash-Creek_FemaleCitation_CGL_1|aashkaatbaaaaxuahiluua
08894_Aashkaatbaaaaxuahiluua_Ash-Creek_FemaleCitation_CGL_2|aashkaatbaaaaxuahiluua
08894_Aashkaatbaaaaxuahiluua_Ash-Creek_FemaleCitation_CGL_3|aashkaatbaaaaxuahiluua
08894_Aashkaatbaaaaxuahiluua_Ash-Creek_FemaleCitation_CGL_4|aashkaatbaaaaxuahiluua
08895_Baakaatalaxapiia_Arrow-Rock-Pryor-Gap_FemaleCitation_CGL_1|Baakaatalaxapiia
08896_buluakxiia_cause-to-move-downstream_FemaleCitation_CGL_1|buluakxiia
08896_buluakxiia_cause-to-move-downstream_FemaleStem_CGL_1|buluakxiia
08896_buluakxiia_cause-to-move-downstream_FemaleStem_CGL_2|buluakxiia
08896_buluakxiia_cause-to-move-downstream_FemaleStem_CGL_3|buluakxiia
08908_iiaxooxiia_kneecap_FemaleCitation_CGL_1|iiaxooxiia
09014_baaluuxii_cannot-comprehend-out-of-_FemaleCitation_CGL_1|baaluuxii
09014_baaluuxii_cannot-comprehend-out-of-_FemaleStem_CGL_1|baaluuxii
09019_alatchia_grain-shaving-granular_FemaleCitation_CGL_1|alatchia
09019_alatchia_grain-shaving-granular_FemaleCitation_CGL_2|alatchia
09020_dakuulee_scrape_FemaleCitation_CGL_1|dakuulee
09020_dakuulee_scrape_FemaleCitation_CGL_2|dakuulee
09020_dakuulee_scrape_FemaleStem_CGL_1|dakuulee
09062_baashishehpia_mountain-mahogony_FemaleCitation_CGL_1|baashishehpia
09561_iaschiiwee_to-buy-_FemaleCitation_CGL_1|iaschiiwee
09561_iaschiiwee_to-buy-_FemaleStem_CGL_2|iaschiiwee
09565_iiwaaiaschimmio_offering-something-for-sa_FemaleStem_CGL_1|iiwaaiaschimmio
09571_iiwishiwaxxe_raising-price_FemaleCitation_CGL_1|iiwishiwaxxe
09571_iiwishiwaxxe_raising-price_FemaleStem_CGL_1|iiwishiwaxxe
09571_iiwishiwaxxe_raising-price_FemaleStem_CGL_2|iiwishiwaxxe
09571_iiwishiwaxxe_raising-price_FemaleStem_CGL_3|iiwishiwaxxe
09574_iiwishiaxpihkuua_adding-to-price_FemaleCitation_CGL_1|iiwishiaxpihkuua
09574_iiwishiaxpihkuua_adding-to-price_FemaleStem_CGL_1|iiwishiaxpihkuua
09574_iiwishiaxpihkuua_adding-to-price_FemaleStem_CGL_2|iiwishiaxpihkuua
09576_iiwishdoosalee_price-a-little-less_FemaleCitation_CGL_1|iiwishdoosalee
09576_iiwishdoosalee_price-a-little-less_FemaleStem_CGL_2|iiwishdoosalee
09598_iiwaawaakalaaluutua_stock-exchange-board-of-t_FemaleCitation_CGL_1|iiwaawaakalaaluutua
09637_dutchitaahile_take-by-force-to_FemaleCitation_CGL_1|dutchitaahile
09637_dutchitaahile_take-by-force-to_FemaleCitation_CGL_2|dutchitaahile
09637_dutchitaahile_take-by-force-to_FemaleCitation_CGL_3|dutchitaahile
09637_dutchitaahile_take-by-force-to_FemaleStem_CGL_1|dutchitaahile
09637_dutchitaahile_take-by-force-to_FemaleStem_CGL_2|dutchitaahile
09646_akbaaxachiihche_administrator-an-facilita_FemaleCitation_CGL_1|akbaaxachiihche
09647_akbaawachaaiia_administrator-an-facilita_FemaleCitation_CGL_1|akbaawachaaiia
09648_akbaaxalusshihche_administrator-an-facilita_FemaleCitation_CGL_1|akbaaxalusshihche
09649_akbaaikuchke_decisionmaker-a_FemaleCitation_CGL_1|akbaaikuchke
09649_akbaaikuchke_decisionmaker-a_FemaleCitation_CGL_2|akbaaikuchke
09650_akbaailiia_politician-a-speaker-a-co_FemaleCitation_CGL_1|akbaailiia
09653_bacheeittaache_supervisor-boss_FemaleCitation_CGL_1|bacheeittaache
09671_hawassiluu_stubborn-doesnt-wanna-lea_FemaleCitation_CGL_1|hawassiluu
09671_hawassiluu_stubborn-doesnt-wanna-lea_FemaleStem_CGL_1|hawassiluu
09671_hawassiluu_stubborn-doesnt-wanna-lea_FemaleStem_CGL_2|hawassiluu
09671_hawassiluu_stubborn-doesnt-wanna-lea_FemaleStem_CGL_3|hawassiluu
09674_akbaawaakaalitche_traders-salesperson-a_FemaleCitation_CGL_1|akbaawaakaalitche
09674_baawaakaalitche_traders-salesperson-a_FemaleCitation_CGL_1|baawaakaalitche
09674_baawaakaalitche_traders-salesperson-a_FemaleCitation_CGL_2|baawaakaalitche
09685_balaawishe_possess-money-to-fund-a-p_FemaleCitation_CGL_1|balaawishe
09685_balaawishe_possess-money-to-fund-a-p_FemaleStem_CGL_1|balaawishe
09690_aatchewaaiiwishdiio_overcharge-to-_FemaleCitation_CGL_1|aatchewaaiiwishdiio
09690_aatchewaaiiwishdiio_overcharge-to-_FemaleStem_CGL_1|aatchewaaiiwishdiio
09690_aatchewaaiiwishdiio_overcharge-to-_FemaleStem_CGL_2|aatchewaaiiwishdiio
09692_alachikittuua_selfcare_FemaleCitation_CGL_1|alachikittuua
09700_baahiliise_working-quicklyfast-paced_FemaleCitation_CGL_1|baahiliise
09700_baahiliise_working-quicklyfast-paced_FemaleStem_CGL_1|baahiliise
09701_baahinnakshipe_slow-working-working-slow_FemaleCitation_CGL_1|baahinnakshipe
09701_baahinnakshipe_slow-working-working-slow_FemaleStem_CGL_1|baahinnakshipe
09703_baahimmaatchaache_good-worker_FemaleCitation_CGL_1|baahimmaatchaache
09703_baahimmaatchaache_good-worker_FemaleStem_CGL_1|baahimmaatchaache
09710_ihchichilee_pick-yourself-up_FemaleCitation_CGL_1|ihchichilee
09710_ihchichilee_pick-yourself-up_FemaleStem_CGL_1|ihchichilee
09712_icheetbaatche_walk-on-tip-toes_FemaleCitation_CGL_1|icheetbaatche
09712_icheetbaatche_walk-on-tip-toes_FemaleStem_CGL_1|icheetbaatche
09715_iluuhche_stand-up-help-someone-get_FemaleCitation_CGL_1|iluuhche
09715_iluuhche_stand-up-help-someone-get_FemaleStem_CGL_1|iluuhche
09715_iluuhche_stand-up-help-someone-get_FemaleStem_CGL_2|iluuhche
09739_awaatdisshe_dance-in-a-sitting-positi_FemaleCitation_CGL_1|awaatdisshe
09739_awaatdisshe_dance-in-a-sitting-positi_FemaleStem_CGL_1|awaatdisshe
09750_aakoosschixapahe_lie-over-someone_FemaleCitation_CGL_2|aakoosschixapahe
09750_aakoosschixapahe_lie-over-someone_FemaleStem_CGL_1|aakoosschixapahe
09758_awaxiikaattaa_kneel-slowly_FemaleCitation_CGL_1|awaxiikaattaa
09758_awaxiikaattaa_kneel-slowly_FemaleStem_CGL_1|awaxiikaattaa
09769_xeexaxxiisshche_relaxed-to-be_FemaleStem_CGL_1|xeexaxxiisshche
09769_xeexaxxisshche_relaxed-to-be_FemaleCitation_CGL_1|xeexaxxisshche
09772_tatchihche_straighten-posture_FemaleCitation_CGL_1|tatchihche
09772_tatchihche_straighten-posture_FemaleStem_CGL_1|tatchihche
09772_tatchihche_straighten-posture_FemaleStem_CGL_2|tatchihche
09773_axuatatchihche_stiffly_FemaleCitation_CGL_1|axuatatchihche
09773_axuatatchihche_stiffly_FemaleCitation_CGL_2|axuatatchihche
09773_axuatatchihche_stiffly_FemaleStem_CGL_1|axuatatchihche
09774_ishuutatchihche_stiff-neck_FemaleCitation_CGL_1|ishuutatchihche
09774_ishuutatchihche_stiff-neck_FemaleStem_CGL_1|ishuutatchihche
09774_ishuutatchihche_stiff-neck_FemaleStem_CGL_2|ishuutatchihche
09788_apuhpitche_hold-head-high_FemaleCitation_CGL_1|apuhpitche
09788_apuhpitche_hold-head-high_FemaleCitation_CGL_2|apuhpitche
09788_apuhpitche_hold-head-high_FemaleCitation_CGL_3|apuhpitche
09788_apuhpitche_hold-head-high_FemaleStem_CGL_1|apuhpitche
09820_hiisdeessee_not-very-fast_FemaleCitation_CGL_1|hiisdeessee
09820_hiisdeessee_not-very-fast_FemaleStem_CGL_1|hiisdeessee
09820_hiisdeessee_not-very-fast_FemaleStem_CGL_2|hiisdeessee
09821_xalusshikaashe_running-swiftly_FemaleCitation_CGL_1|xalusshikaashe
09821_xalusshikaashe_running-swiftly_FemaleStem_CGL_2|xalusshikaashe
09840_hutkuluchishi_out-of-breath_FemaleCitation_CGL_2|hutkuluchishi
09840_hutkuluchishi_out-of-breath_FemaleStem_CGL_1|hutkuluchishi
09859_diinnakshipe_walks-slow_FemaleCitation_CGL_2|diinnakshipe
09859_diinnakshipe_walks-slow_FemaleStem_CGL_1|diinnakshipe
09876_daxsasache_step-on-smash-with-foot_FemaleCitation_CGL_2|daxsasache
09876_daxsasache_step-on-smash-with-foot_FemaleStem_CGL_2|daxsasache
09883_anniilaatuua_walking-trackpath--step-b_FemaleCitation_CGL_2|anniilaatuua
09884_ichitshe_footprint_FemaleCitation_CGL_2|ichitshe
09887_sassatteeta_flapping_FemaleCitation_CGL_2|sassatteeta
09887_sassatteeta_flapping_FemaleStem_CGL_1|sassatteeta
09902_baleewaashialeete_slow-like-they-dreaming--_FemaleCitation_CGL_1|baleewaashialeete
09902_baleewaashialeete_slow-like-they-dreaming--_FemaleStem_CGL_2|baleewaashialeete
09921_ammaawaaluuhcheleete_nothing-hard_FemaleCitation_CGL_2|ammaawaaluuhcheleete
09921_ammaawaaluuhcheleete_nothing-hard_FemaleStem_CGL_1|ammaawaaluuhcheleete
09923_ihchiannutchitchehche_good-coordinator-know-how_FemaleCitation_CGL_2|ihchiannutchitchehche
09923_ihchiannutchitchehche_good-coordinator-know-how_FemaleStem_CGL_1|ihchiannutchitchehche
09923_ihchiannutchitchehche_good-coordinator-know-how_FemaleStem_CGL_2|ihchiannutchitchehche
09939_bachikuxxassee_unbalanced_FemaleCitation_CGL_1|bachikuxxassee
09939_bachikuxxassee_unbalanced_FemaleStem_CGL_1|bachikuxxassee
09948_bahtakaate_unsturdy-easy-to-move_FemaleCitation_CGL_2|bahtakaate
09948_bahtakaate_unsturdy-easy-to-move_FemaleStem_CGL_1|bahtakaate
09952_xakkee_twitch-to_FemaleCitation_CGL_1|xakkee
09952_xakkee_twitch-to_FemaleCitation_CGL_2|xakkee
09952_xakkee_twitch-to_FemaleStem_CGL_2|xakkee
09954_ihaaxiiwiassaa_unwilling-to-move_FemaleCitation_CGL_1|ihaaxiiwiassaa
09954_ihaaxiiwiassaa_unwilling-to-move_FemaleStem_CGL_2|ihaaxiiwiassaa
09966_alapuupuuchihche_trot_FemaleCitation_CGL_1|alapuupuuchihche
09966_alapuupuuchihche_trot_FemaleCitation_CGL_2|alapuupuuchihche
09966_alapuupuuchihche_trot_FemaleCitation_CGL_3|alapuupuuchihche
09966_alapuupuuchihche_trot_FemaleStem_CGL_1|alapuupuuchihche
09985_baapshiissaa_people-in-back--towards-t_FemaleCitation_CGL_1|baapshiissaa
09985_baapshiissaa_people-in-back--towards-t_FemaleCitation_CGL_2|baapshiissaa
10006_ihchilua_chin-ups-pushups_FemaleCitation_CGL_1|ihchilua
10006_ihchilua_chin-ups-pushups_FemaleStem_CGL_1|ihchilua
10007_ihchibaakxaahii_self-elevate--turning-the_FemaleStem_CGL_2|ihchibaakxaahii
10033_dualeeliche_mow-you-down_FemaleCitation_CGL_1|dualeeliche
10033_dualeeliche_mow-you-down_FemaleStem_CGL_1|dualeeliche
10071_binnaxxuuwe_paddle-a-boat_FemaleCitation_CGL_1|binnaxxuuwe
10071_binnaxxuuwe_paddle-a-boat_FemaleStem_CGL_1|binnaxxuuwe
10073_binnummaxe_wading-in-the-water_FemaleCitation_CGL_1|binnummaxe
10073_binnummaxe_wading-in-the-water_FemaleStem_CGL_1|binnummaxe
10083_aweessdiikussaa_turn-other-way_FemaleCitation_CGL_1|aweessdiikussaa
10094_ashuussdee_go-back-to-the-inside-rea_FemaleCitation_CGL_1|ashuussdee
10094_ashuussdee_go-back-to-the-inside-rea_FemaleStem_CGL_1|ashuussdee
10095_shikupahche_curve_FemaleCitation_CGL_1|shikupahche
10095_shikupahche_curve_FemaleCitation_CGL_2|shikupahche
10095_shikupahche_curve_FemaleStem_CGL_1|shikupahche
10095_shikupahche_curve_FemaleStem_CGL_2|shikupahche
10110_xakaaxaachiia_gyrate_FemaleCitation_CGL_1|xakaaxaachiia
10110_xakaaxaachiia_gyrate_FemaleStem_CGL_1|xakaaxaachiia
10122_apaailutchihche_shiver_FemaleCitation_CGL_1|apaailutchihche
10122_apaailutchihche_shiver_FemaleStem_CGL_1|apaailutchihche
10123_apiitalalaa_shivers-runny-nose_FemaleCitation_CGL_2|apiitalalaa
10123_apiitalalaa_shivers-runny-nose_FemaleCitation_CGL_3|apiitalalaa
10123_apiitalalaa_shivers-runny-nose_FemaleStem_CGL_1|apiitalalaa
10123_apiitalalaa_shivers-runny-nose_FemaleStem_CGL_2|apiitalalaa
10138_dooseelia_feel-at-home-make-a-home_FemaleCitation_CGL_1|dooseelia
10138_dooseelia_feel-at-home-make-a-home_FemaleStem_CGL_1|dooseelia
10138_dooseelia_feel-at-home-make-a-home_FemaleStem_CGL_2|dooseelia
10147_aweehii_arrive-on-land-hit-the-gr_FemaleCitation_CGL_1|aweehii
10147_aweehii_arrive-on-land-hit-the-gr_FemaleStem_CGL_1|aweehii
10152_kalaiikusche_exit-to-_FemaleCitation_CGL_1|kalaiikusche
10152_kalaiikusche_exit-to-_FemaleStem_CGL_1|kalaiikusche
10153_kalaasaale_exit-outside_FemaleCitation_CGL_1|kalaasaale
10153_kalaasaale_exit-outside_FemaleStem_CGL_1|kalaasaale
10192_batpaattuua_crowd-each-other_FemaleCitation_CGL_1|batpaattuua
10192_batpaattuua_crowd-each-other_FemaleStem_CGL_1|batpaattuua
10196_ashiiluupassdee_going-to-the-next-room_FemaleCitation_CGL_1|ashiiluupassdee
10196_ashiiluupassdee_going-to-the-next-room_FemaleStem_CGL_1|ashiiluupassdee
10198_asshuushdee_the-back-of-the-teepee_FemaleCitation_CGL_1|asshuushdee
10198_asshuushdee_the-back-of-the-teepee_FemaleStem_CGL_1|asshuushdee
10199_ashuuko-awaache_-the-place-of-honor-middl_FemaleStem_CGL_1|ashuuko awaache
10199_ashuuukoawaache_-the-place-of-honor-middl_FemaleCitation_CGL_1|ashuuukoawaache
10200_cheetkooxuahtuua_people-caught-up-with-you_FemaleCitation_CGL_1|cheetkooxuahtuua
10200_cheetkooxuahtuua_people-caught-up-with-you_FemaleStem_CGL_1|cheetkooxuahtuua
10272_iisaammootchia_everything-is-dark-lost_FemaleCitation_CGL_1|iisaammootchia
10272_iisaammootchia_everything-is-dark-lost_FemaleStem_CGL_1|iisaammootchia
10303_ihchiwaxiio_rounded-up-animals_FemaleCitation_CGL_1|ihchiwaxiio
10315_alattaleete_humble_FemaleCitation_CGL_1610564267195|alattaleete
10315_alattaleete_humble_FemaleStem_CGL_1610564287817|alattaleete
10330_ihchiwahxiia_surround-to-capture_FemaleCitation_CGL_1|ihchiwahxiia
10330_ihchiwahxiia_surround-to-capture_FemaleStem_CGL_1|ihchiwahxiia
10330_ihchiwahxiia_surround-to-capture_FemaleStem_CGL_2|ihchiwahxiia
10466_alaxachiileete_to-be-stationary-to-be-un_FemaleCitation_CGL_1610566052200|alaxachiileete
10466_alaxachiileete_to-be-stationary-to-be-un_FemaleStem_CGL_1610566069196|alaxachiileete
10497_alaxalaalee_spread_FemaleCitation_CGL_1610566855196|alaxalaalee
10497_alaxalaalee_spread_FemaleStem_CGL_1610566867632|alaxalaalee
10502_alaxaleelia_spread-out_AudioBank_CGL_1610567447817|alaxaleelia
10502_alaxaleelia_spread-out_AudioBank_CGL_1610567499382|alaxaleelia
10586_alakawiichiwee_to-confess-something-bad-_AudioBank_CGL_1610568712709|alakawiichiwee
10586_alakawiichiwee_to-confess-something-bad-_AudioBank_CGL_1610568727946|alakawiichiwee
10586_alaxawiichiwee_to-confess-something-bad-_FemaleCitation_CGL_1610568206446|alaxawiichiwee
10586_alaxawiichiwee_to-confess-something-bad-_FemaleStem_CGL_1610568222883|alaxawiichiwee
10631_alaxaxxe_to-be-meritorious_FemaleCitation_CGL_1610568870008|alaxaxxe
10631_alaxaxxe_to-be-meritorious_FemaleStem_CGL_1610568889828|alaxaxxe
10651_alaxaxxiwishe_to-be-heroic-to-be-brave_FemaleCitation_CGL_1610570734652|alaxaxxiwishe
10651_alaxaxxiwishe_to-be-heroic-to-be-brave_FemaleStem_CGL_1610570752063|alaxaxxiwishe
10753_alaxiiwaaluua_to-be-difficult-to-set-on_FemaleCitation_CGL_1610644318872|alaxiiwaaluua
10753_alaxiiwaaluua_to-be-difficult-to-set-on_FemaleStem_CGL_1610644333677|alaxiiwaaluua
10759_alaxiiwaaluussee_to-be-easy-to-burn_FemaleCitation_CGL_1610644562558|alaxiiwaaluussee
10759_alaxiiwaaluussee_to-be-easy-to-burn_FemaleStem_CGL_1610644578177|alaxiiwaaluussee
10924_alaxxaahilia_spread-something-around_FemaleStem_CGL_1610645754617|alaxxaahilia
10924_alaxxaahilia_spread-something-around_FemaleStem_CGL_1610645794243|alaxxaahilia
10924_alaxxaahilia_spread-something-around_FemaleStem_CGL_1610646277995|alaxxaahilia
10982_alaxxichihkuua_to-cause-someone-to-stop-_FemaleCitation_CGL_1610647796249|alaxxichihkuua
10982_alaxxichihkuua_to-cause-someone-to-stop-_FemaleCitation_CGL_1610647816620|alaxxichihkuua
10982_alaxxichihkuua_to-cause-someone-to-stop-_FemaleCitation_CGL_1610647954374|alaxxichihkuua
10982_alaxxichihkuua_to-cause-someone-to-stop-_FemaleCitation_CGL_1610647982497|alaxxichihkuua
10982_alaxxichihkuua_to-cause-someone-to-stop-_FemaleStem_CGL_1610647835177|alaxxichihkuua
10982_alaxxichihkuua_to-cause-someone-to-stop-_FemaleStem_CGL_1610647997743|alaxxichihkuua
11012_alaxxixxite_to-have-many-rapid-stops_FemaleCitation_CGL_1610648855194|alaxxixxite
11012_alaxxixxite_to-have-many-rapid-stops_FemaleStem_CGL_1610648829946|alaxxixxite
11230_batcheeshbatshuo--k_-cruel-to-each-other_FemaleCitation_CGL_2|batcheeshbatshuok
11230_batcheeshbatshuo--k_-cruel-to-each-other_FemaleStem_CGL_1|batcheeshbatshuok
11230_batsheewatshuo--k_vengence-vendetta_FemaleCitation_CGL_1|batsheewatshuok
11724_xaapxappe_flat-and-thin-describing-_FemaleCitation_CGL_1|xaapxappe
11724_xaapxappe_flat-and-thin-describing-_FemaleStem_CGL_1|xaapxappe
12101_xaxaache_roughen-scrape-scratch_FemaleCitation_CGL_1|xaxaache
12101_xaxaache_roughen-scrape-scratch_FemaleStem_CGL_1|xaxaache
12127_attadeelee_prickly_FemaleCitation_CGL_1|attadeelee
12127_attadeelee_prickly_FemaleStem_CGL_1|attadeelee
12417_kammaakalattuua_begin-to-believe_FemaleCitation_CGL_1|kammaakalattuua
12417_kammaakalattuua_begin-to-believe_FemaleStem_CGL_1|kammaakalattuua
22721_baaeeleete_to-have-nothing-destitute_FemaleCitation_CGL_1611600612286|baaeeleete
22721_baaeeleete_to-have-nothing-destitute_FemaleCitation_CGL_1611600645285|baaeeleete
22721_baaeeleete_to-have-nothing-destitute_FemaleStem_CGL_1611600676353|baaeeleete
22721_baaeeleete_to-have-nothing-destitute_FemaleStem_CGL_1611600706719|baaeeleete
22764_baaeetichisshissee_generous_FemaleCitation_CGL_1611601106221|baaeetichisshissee
22764_baaeetichisshissee_generous_FemaleCitation_CGL_1611601154226|baaeetichisshissee
22764_baaeetichisshissee_generous_FemaleCitation_CGL_1611601184847|baaeetichisshissee
22764_baaeetichisshissee_generous_FemaleStem_CGL_1611601204038|baaeetichisshissee
22816_baaeetxawiia_to-be-inept-to-be-incompe_FemaleCitation_CGL_1611602560911|baaeetxawiia
22816_baaeetxawiia_to-be-inept-to-be-incompe_FemaleStem_CGL_1611602575598|baaeetxawiia
